5,7,6,8,9,10,12,11,13,14,15,17,16,21,22,19,24,20,23,18,26,25,27,29,28,31,38,30,33,35,32,37,39,41,46,42,40,34,43,36,44,48,45,50,47,52,49,53,55,57,54,51,58,60,59,61,56,63,99,67,73,64,65,80,98,82,70,76,91,75,68,62,81,69,79,85,72,66,100,78,92,87,96,86,83,77,94,88,74,71,95,93,90,84,89,97,Total
0,27,3,52,131,240,753,479,1250,1688,2577,4401,3570,10105,11552,6972,15209,8218,13902,5862,19845,17907,21800,24737,23966,28710,44147,27749,33167,38107,30553,42199,52205,59080,69145,61225,58618,36291,66107,41166,65915,75183,72549,77552,72440,83109,78985,90295,95040,100959,91374,82550,102652,108624,106395,115896,99285,119001,169158,129435,131101,119368,123010,136277,144678,135577,130724,138132,136928,133092,129219,118336,137479,132415,134926,137549,132169,129801,165716,138013,140994,140365,142583,136347,137127,134961,149139,134866,133978,135936,147440,144139,140691,138121,139831,143474,7744614
1,212,31,593,1383,2506,6073,4254,8485,11420,15457,25428,20164,54923,67025,39262,84921,46467,76404,32324,109636,96008,116627,133358,127406,149866,218060,140802,168554,187169,159676,209245,244665,267950,321457,279449,256747,178604,295178,201672,303562,350387,310692,374411,330974,394342,359072,411525,443572,471525,426655,387207,493935,537965,509689,540540,459165,586455,932193,634715,651853,601536,617593,682462,686097,684121,631643,670848,688261,674610,636563,556981,676361,631275,689248,695996,649844,629654,945720,682622,687081,703223,689152,697269,704278,677846,704104,740135,661438,646024,712291,676661,684816,702685,700352,689943,38078629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140085,127208,170518,301852,154371,203825,240077,186550,278590,371497,428992,569845,453168,399955,221186,485834,263007,509326,626397,539277,679579,591795,736640,649389,774398,834388,893348,800004,709772,925194,983589,951149,1000575,863801,1054538,1408992,1122110,1157093,1071264,1090900,1181090,1070714,1177692,1140070,1183914,1116114,1182566,1130316,1022526,1177538,1129258,1182117,1171983,1155988,1113200,1425240,1189963,1106949,1152963,1090307,1163963,1192346,1181998,1112170,1163388,1173308,1161068,1113471,1093562,1120757,1183642,1132956,1078071,62941286
0,2,0,17,22,72,291,158,509,768,1243,2244,1697,5444,6433,3661,8570,4461,7463,2911,10488,9515,11673,10772,10246,12457,18534,11879,14284,15630,13261,17272,20783,22667,26729,23473,21299,15245,24470,16903,25159,28073,25560,29281,26969,31112,28847,31901,33528,35664,32592,29975,36600,37869,36949,38126,34871,39870,87273,42393,43802,40918,40965,45746,46196,46606,42878,45065,45628,44696,43126,38833,46011,42845,45666,46747,43930,41875,87497,45857,45203,47125,45842,46907,47146,45148,45558,47040,44405,44212,46307,45680,46418,47619,46413,45838,2747906
0,0,0,214,560,1209,2366,4052,6931,10744,16888,24921,34838,49196,67731,89190,117429,154072,200008,248591,320857,419412,531624,659149,812207,1019025,1219309,1413539,1640888,1861471,2155758,2371284,2622378,2973209,4927367,5539650,5988437,6459033,6939490,7544227,7987777,8288986,8719833,9194073,10208896,10635863,11153292,11578019,12172139,12542239,13025127,13500114,13762242,14137036,15229570,15530918,15881897,16262051,16551211,16997925,17282873,17617119,17494232,17609901,18338390,18476754,18720176,18700592,18639221,18736686,18759292,18780964,18827692,18737446,19266400,19210948,19047797,19086043,19151480,18957644,18529638,18245229,18054216,17997429,17849616,17537781,17163476,16936431,16282740,16154297,15837966,15425341,15053648,14585629,0,0,918901549
0,13,4,64,107,210,456,334,608,731,1030,1659,1262,3072,3808,2329,4729,2627,4224,2012,6200,5205,6128,7092,6881,7603,10465,7222,8223,9174,7967,9921,11544,12671,14761,12988,12060,8610,13789,9346,14157,15810,14406,17575,15164,18029,16347,19715,21012,22935,20297,17744,24167,26873,25154,27363,22330,30697,55040,32096,31327,30085,31144,31747,35109,32005,31255,32954,32823,32277,32184,28363,31271,30610,31881,33501,31292,32121,56633,32261,32907,33821,34004,33332,33510,32499,34759,35065,31503,30569,35576,32913,32571,33256,32764,35712,1869644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,281,324,390,277,320,338,333,383,465,518,612,466,461,323,516,410,532,584,559,631,522,623,643,640,750,749,682,680,779,800,849,916,787,914,6092,927,992,911,961,942,984,947,944,1015,963,1068,1045,916,983,1014,962,990,1022,1026,6039,967,954,979,987,948,963,947,972,983,947,1121,1096,1046,1037,968,987,974,66945
0,0,0,1,1,1,7,6,16,23,53,77,64,181,230,147,282,153,293,122,363,335,391,399,367,437,571,409,451,510,445,584,711,719,839,722,728,553,738,536,809,830,852,871,890,937,832,1005,1076,1108,1037,908,1164,1217,1229,1209,1104,1210,5607,1397,1366,1258,1309,1341,1442,1371,1311,1453,1379,1335,1390,1300,1362,1321,1441,1410,1330,1386,5344,1396,1418,1445,1578,1369,1433,1388,1466,1363,1343,1521,1614,1443,1481,1412,1358,1559,92193
0,0,0,6,16,58,107,48,136,198,321,551,432,1241,1546,811,1983,1063,1734,664,2845,2386,3354,3415,3135,4048,6948,3768,4903,5909,4665,6647,8736,10295,12647,10454,9588,5618,11181,6366,11223,13959,12445,14587,13047,16140,14711,16688,18910,20310,17740,15798,20435,22695,22083,23634,19690,25138,0,27384,27483,25562,26090,27631,30190,28302,28070,29448,28676,27903,27105,24522,28450,27949,28685,28826,27933,27729,0,28460,28297,29234,28922,28992,28702,27888,29310,27817,27850,28517,29703,29062,29179,28629,28893,29485,1473934
